address,size,names,assemblyFile,fileByteOffset
0xb8cc3c,116,_ZNK8tinyxml210XMLElement17QueryUnsignedTextEPj,text.asm,11997256
0xb8ccb0,108,_ZNK8tinyxml210XMLElement13QueryBoolTextEPb,text.asm,11998894
0xb8cd1c,116,_ZNK8tinyxml210XMLElement15QueryDoubleTextEPd,text.asm,12000415
0xb8cd90,116,_ZNK8tinyxml210XMLElement14QueryFloatTextEPf,text.asm,12002051
0xb8ce04,328,_ZN8tinyxml210XMLElement21FindOrCreateAttributeEPKc,text.asm,12003686
0xb8cf4c,368,_ZN8tinyxml28MemPoolTILi72EE5AllocEv,text.asm,12008260
0xb8d0bc,268,_ZN8tinyxml210XMLElement15DeleteAttributeEPKc,text.asm,12013499
0xb8d1c8,600,_ZN8tinyxml210XMLElement15ParseAttributesEPc,text.asm,12017223
0xb8d420,368,_ZN8tinyxml210XMLElement9ParseDeepEPcPNS_7StrPairE,text.asm,12025452
0xb8d590,240,_ZNK8tinyxml210XMLElement12ShallowCloneEPNS_11XMLDocumentE,text.asm,12030516
0xb8d680,156,_ZN8tinyxml211XMLDocument10NewElementEPKc,text.asm,12033909
0xb8d71c,324,_ZNK8tinyxml210XMLElement12ShallowEqualEPKNS_7XMLNodeE,text.asm,12036130
0xb8d860,124,_ZNK8tinyxml210XMLElement6AcceptEPNS_10XMLVisitorE,text.asm,12040580
0xb8d8dc,224,_ZN8tinyxml211XMLDocumentC1EbNS_10WhitespaceE | _ZN8tinyxml211XMLDocumentC2EbNS_10WhitespaceE,text.asm,12042346
0xb8d9bc,132,_ZN8tinyxml28MemPoolTILi96EED2Ev,text.asm,12045702
0xb8da40,132,_ZN8tinyxml28MemPoolTILi72EED2Ev,text.asm,12047589
0xb8dac4,132,_ZN8tinyxml28MemPoolTILi104EED2Ev,text.asm,12049476
0xb8db48,576,_ZN8tinyxml211XMLDocumentD1Ev | _ZN8tinyxml211XMLDocumentD2Ev,text.asm,12051364
0xb8dd88,132,_ZN8tinyxml28MemPoolTILi88EED2Ev,text.asm,12059442
0xb8de0c,36,_ZN8tinyxml211XMLDocumentD0Ev,text.asm,12061329
0xb8de30,52,_ZN8tinyxml211XMLDocument12InitDocumentEv,text.asm,12061877
0xb8de64,256,_ZN8tinyxml211XMLDocument8LoadFileEPKc,text.asm,12062675
0xb8df64,448,_ZN8tinyxml211XMLDocument8LoadFileEP7__sFILE,text.asm,12066288
0xb8e124,112,_ZN8tinyxml211XMLDocument8SaveFileEPKcb,text.asm,12072454
0xb8e194,324,_ZN8tinyxml211XMLDocument8SaveFileEP7__sFILEb,text.asm,12074053
0xb8e2d8,244,_ZN8tinyxml211XMLDocument5PrintEPNS_10XMLPrinterE,text.asm,12078570
0xb8e3cc,100,_ZN8tinyxml210XMLPrinterD2Ev,text.asm,12082000
0xb8e430,412,_ZN8tinyxml211XMLDocument5ParseEPKcm,text.asm,12083434
0xb8e5cc,180,_ZNK8tinyxml211XMLDocument10PrintErrorEv,text.asm,12089134
0xb8e680,164,_ZN8tinyxml210XMLPrinterC1EP7__sFILEb | _ZN8tinyxml210XMLPrinterC2EP7__sFILEb,text.asm,12091717
0xb8e724,388,_ZN8tinyxml210XMLPrinter5PrintEPKcz,text.asm,12094154
0xb8e8a8,76,_ZN8tinyxml210XMLPrinter10PrintSpaceEi,text.asm,12099773
0xb8e8f4,412,_ZN8tinyxml210XMLPrinter11PrintStringEPKcb,text.asm,12100872
0xb8ea90,84,_ZN8tinyxml210XMLPrinter10PushHeaderEbb,text.asm,12106628
0xb8eae4,168,_ZN8tinyxml210XMLPrinter15PushDeclarationEPKc,text.asm,12107877
0xb8eb8c,316,_ZN8tinyxml210XMLPrinter11OpenElementEPKc,text.asm,12110283
0xb8ecc8,16,_ZN8tinyxml210XMLPrinter11SealElementEv,text.asm,12114740
0xb8ecd8,76,_ZN8tinyxml210XMLPrinter13PushAttributeEPKcS2_,text.asm,12115016
0xb8ed24,160,_ZN8tinyxml210XMLPrinter13PushAttributeEPKci,text.asm,12116119
0xb8edc4,160,_ZN8tinyxml210XMLPrinter13PushAttributeEPKcj,text.asm,12118360
0xb8ee64,160,_ZN8tinyxml210XMLPrinter13PushAttributeEPKcb,text.asm,12120601
0xb8ef04,156,_ZN8tinyxml210XMLPrinter13PushAttributeEPKcd,text.asm,12122846
0xb8efa0,240,_ZN8tinyxml210XMLPrinter12CloseElementEv,text.asm,12125038
0xb8f090,164,_ZN8tinyxml210XMLPrinter8PushTextEPKcb,text.asm,12128443
0xb8f134,152,_ZN8tinyxml210XMLPrinter8PushTextEi,text.asm,12130773
0xb8f1cc,152,_ZN8tinyxml210XMLPrinter8PushTextEj,text.asm,12132908
0xb8f264,152,_ZN8tinyxml210XMLPrinter8PushTextEb,text.asm,12135043
0xb8f2fc,152,_ZN8tinyxml210XMLPrinter8PushTextEf,text.asm,12137182
0xb8f394,148,_ZN8tinyxml210XMLPrinter8PushTextEd,text.asm,12139317
0xb8f428,168,_ZN8tinyxml210XMLPrinter11PushCommentEPKc,text.asm,12141403
0xb8f4d0,168,_ZN8tinyxml210XMLPrinter11PushUnknownEPKc,text.asm,12143805
0xb8f578,56,_ZN8tinyxml210XMLPrinter10VisitEnterERKNS_11XMLDocumentE,text.asm,12146207
0xb8f5b0,168,_ZN8tinyxml210XMLPrinter10VisitEnterERKNS_10XMLElementEPKNS_12XMLAttributeE,text.asm,12147059
0xb8f658,24,_ZN8tinyxml210XMLPrinter9VisitExitERKNS_10XMLElementE,text.asm,12149448
0xb8f670,176,_ZN8tinyxml210XMLPrinter5VisitERKNS_7XMLTextE,text.asm,12149841
0xb8f720,52,_ZN8tinyxml210XMLPrinter5VisitERKNS_10XMLCommentE,text.asm,12152303
0xb8f754,52,_ZN8tinyxml210XMLPrinter5VisitERKNS_14XMLDeclarationE,text.asm,12153068
0xb8f788,52,_ZN8tinyxml210XMLPrinter5VisitERKNS_10XMLUnknownE,text.asm,12153837
0xb8f7bc,8,_ZN8tinyxml27XMLNode9ToElementEv,text.asm,12154602
0xb8f7c4,4,_ZN8tinyxml27XMLText6ToTextEv,text.asm,12154742
0xb8f7c8,8,_ZN8tinyxml27XMLNode9ToCommentEv,text.asm,12154829
0xb8f7d0,8,_ZN8tinyxml27XMLNode10ToDocumentEv,text.asm,12154969
0xb8f7d8,8,_ZN8tinyxml27XMLNode13ToDeclarationEv,text.asm,12155111
0xb8f7e0,8,_ZN8tinyxml27XMLNode9ToUnknownEv,text.asm,12155256
0xb8f7e8,8,_ZNK8tinyxml27XMLNode9ToElementEv,text.asm,12155396
0xb8f7f0,4,_ZNK8tinyxml27XMLText6ToTextEv,text.asm,12155537
0xb8f7f4,8,_ZNK8tinyxml27XMLNode9ToCommentEv,text.asm,12155625
0xb8f7fc,8,_ZNK8tinyxml27XMLNode10ToDocumentEv,text.asm,12155766
0xb8f804,8,_ZNK8tinyxml27XMLNode13ToDeclarationEv,text.asm,12155909
0xb8f80c,8,_ZNK8tinyxml27XMLNode9ToUnknownEv,text.asm,12156055
0xb8f814,252,_ZN8tinyxml210XMLCommentD1Ev | _ZN8tinyxml210XMLCommentD2Ev | _ZN8tinyxml210XMLUnknownD1Ev | _ZN8tinyxml210XMLUnknownD2Ev | _ZN8tinyxml214XMLDeclarationD1Ev | _ZN8tinyxml214XMLDeclarationD2Ev | _ZN8tinyxml27XMLNodeD1Ev | _ZN8tinyxml27XMLNodeD2Ev,text.asm,12156196
0xb8f910,36,_ZN8tinyxml27XMLTextD0Ev,text.asm,12159993
0xb8f934,96,_ZN8tinyxml210XMLPrinterD0Ev,text.asm,12160536
0xb8f994,8,_ZN8tinyxml210XMLPrinter9VisitExitERKNS_11XMLDocumentE,text.asm,12161907
0xb8f99c,8,_ZN8tinyxml27XMLNode6ToTextEv,text.asm,12162068
0xb8f9a4,8,_ZNK8tinyxml27XMLNode6ToTextEv,text.asm,12162205
0xb8f9ac,4,_ZN8tinyxml210XMLComment9ToCommentEv,text.asm,12162343
0xb8f9b0,4,_ZNK8tinyxml210XMLComment9ToCommentEv,text.asm,12162437
0xb8f9b4,4,_ZN8tinyxml214XMLDeclaration13ToDeclarationEv,text.asm,12162532
0xb8f9b8,4,_ZNK8tinyxml214XMLDeclaration13ToDeclarationEv,text.asm,12162635
0xb8f9bc,4,_ZN8tinyxml210XMLUnknown9ToUnknownEv,text.asm,12162739
0xb8f9c0,4,_ZNK8tinyxml210XMLUnknown9ToUnknownEv,text.asm,12162833
0xb8f9c4,4,_ZN8tinyxml210XMLElement9ToElementEv,text.asm,12162928
0xb8f9c8,4,_ZNK8tinyxml210XMLElement9ToElementEv,text.asm,12163022
0xb8f9cc,4,_ZN8tinyxml211XMLDocument10ToDocumentEv,text.asm,12163117
0xb8f9d0,4,_ZNK8tinyxml211XMLDocument10ToDocumentEv,text.asm,12163214
0xb8f9d4,8,_ZNK8tinyxml211XMLDocument12ShallowCloneEPS0_,text.asm,12163312
0xb8f9dc,8,_ZNK8tinyxml211XMLDocument12ShallowEqualEPKNS_7XMLNodeE,text.asm,12163465
0xb8f9e4,56,_ZN8tinyxml212XMLAttributeD2Ev,text.asm,12163628
0xb8fa1c,68,_ZN8tinyxml212XMLAttributeD0Ev,text.asm,12164461
0xb8fa60,128,_ZN8tinyxml28MemPoolTILi104EED0Ev,text.asm,12165457
0xb8fae0,8,_ZNK8tinyxml28MemPoolTILi104EE8ItemSizeEv,text.asm,12167277
0xb8fae8,32,_ZN8tinyxml28MemPoolTILi104EE4FreeEPv,text.asm,12167428
0xb8fb08,16,_ZN8tinyxml28MemPoolTILi104EE10SetTrackedEv,text.asm,12167915
0xb8fb18,128,_ZN8tinyxml28MemPoolTILi72EED0Ev,text.asm,12168185
0xb8fb98,8,_ZNK8tinyxml28MemPoolTILi72EE8ItemSizeEv,text.asm,12170004
0xb8fba0,32,_ZN8tinyxml28MemPoolTILi72EE4FreeEPv,text.asm,12170154
0xb8fbc0,16,_ZN8tinyxml28MemPoolTILi72EE10SetTrackedEv,text.asm,12170640
0xb8fbd0,128,_ZN8tinyxml28MemPoolTILi96EED0Ev,text.asm,12170909
0xb8fc50,8,_ZNK8tinyxml28MemPoolTILi96EE8ItemSizeEv,text.asm,12172728
0xb8fc58,32,_ZN8tinyxml28MemPoolTILi96EE4FreeEPv,text.asm,12172878
0xb8fc78,16,_ZN8tinyxml28MemPoolTILi96EE10SetTrackedEv,text.asm,12173364
0xb8fc88,128,_ZN8tinyxml28MemPoolTILi88EED0Ev,text.asm,12173633
0xb8fd08,8,_ZNK8tinyxml28MemPoolTILi88EE8ItemSizeEv,text.asm,12175452
0xb8fd10,32,_ZN8tinyxml28MemPoolTILi88EE4FreeEPv,text.asm,12175602
0xb8fd30,16,_ZN8tinyxml28MemPoolTILi88EE10SetTrackedEv,text.asm,12176088
0xb8fd40,112,_ZN7cocos2d24unzStringFileNameCompareEPKcS1_i,text.asm,12176357
0xb8fdb0,136,_ZN7cocos2d8unzOpen2EPKcPNS_19zlib_filefunc_def_sE,text.asm,12177878
0xb9088c,140,_ZN7cocos2d11unzOpen2_64EPKvPNS_21zlib_filefunc64_def_sE,text.asm,12215522
0xb90918,12,_ZN7cocos2d7unzOpenEPKc,text.asm,12217545
0xb90924,12,_ZN7cocos2d9unzOpen64EPKv,text.asm,12217735
0xb90930,116,_ZN7cocos2d13unzOpenBufferEPKvm,text.asm,12217926
0xb90a48,124,_ZN7cocos2d8unzCloseEPv,text.asm,12221958
0xb90ac4,156,_ZN7cocos2d19unzCloseCurrentFileEPv,text.asm,12223686
0xb90b60,32,_ZN7cocos2d18unzGetGlobalInfo64EPvPNS_19unz_global_info64_sE,text.asm,12225895
0xb90b80,32,_ZN7cocos2d16unzGetGlobalInfoEPvPNS_17unz_global_info_sE,text.asm,12226373
0xb90ba0,60,_ZN7cocos2d23unzGetCurrentFileInfo64EPvPNS_17unz_file_info64_sEPcmS0_mS3_m,text.asm,12226847
0xb9178c,152,_ZN7cocos2d21unzGetCurrentFileInfoEPvPNS_15unz_file_info_sEPcmS0_mS3_m,text.asm,12268253
0xb91824,160,_ZN7cocos2d18unzGoToFirstFile64EPvPNS_17unz_file_info64_sEPcm,text.asm,12270468
0xb918c4,104,_ZN7cocos2d16unzGoToFirstFileEPv,text.asm,12272792
0xb9192c,236,_ZN7cocos2d17unzGoToNextFile64EPvPNS_17unz_file_info64_sEPcm,text.asm,12274244
0xb91a18,176,_ZN7cocos2d15unzGoToNextFileEPv,text.asm,12277597
0xb91ac8,604,_ZN7cocos2d13unzLocateFileEPvPKci,text.asm,12280028
0xb91d24,52,_ZN7cocos2d15unzGetFilePos64EPvPNS_16unz64_file_pos_sE,text.asm,12288503
0xb91d58,52,_ZN7cocos2d13unzGetFilePosEPvPNS_14unz_file_pos_sE,text.asm,12289267
0xb91d8c,112,_ZN7cocos2d16unzGoToFilePos64EPvPKNS_16unz64_file_pos_sE,text.asm,12290014
0xb91dfc,112,_ZN7cocos2d14unzGoToFilePosEPvPNS_14unz_file_pos_sE,text.asm,12291614
0xb91e6c,1772,_ZN7cocos2d19unzOpenCurrentFile3EPvPiS1_iPKc,text.asm,12293209
0xb92558,20,_ZN7cocos2d18unzOpenCurrentFileEPv,text.asm,12317220
0xb9256c,20,_ZN7cocos2d26unzOpenCurrentFilePasswordEPvPKc,text.asm,12317522
0xb92580,8,_ZN7cocos2d19unzOpenCurrentFile2EPvPiS1_i,text.asm,12317834
0xb92588,36,_ZN7cocos2d29unzGetCurrentFileZStreamPos64EPv,text.asm,12317993
0xb925ac,676,_ZN7cocos2d18unzReadCurrentFileEPvS0_j,text.asm,12318530
0xb92850,28,_ZN7cocos2d7unztellEPv,text.asm,12328031
0xb9286c,28,_ZN7cocos2d9unztell64EPv,text.asm,12328436
0xb92888,36,_ZN7cocos2d6unzeofEPv,text.asm,12328840
0xb928ac,168,_ZN7cocos2d21unzGetLocalExtrafieldEPvS0_j,text.asm,12329342
0xb92954,168,_ZN7cocos2d19unzGetGlobalCommentEPvPcm,text.asm,12331713
0xb929fc,60,_ZN7cocos2d14unzGetOffset64EPv,text.asm,12334064
0xb92a38,60,_ZN7cocos2d12unzGetOffsetEPv,text.asm,12334901
0xb92a74,104,_ZN7cocos2d14unzSetOffset64EPvy,text.asm,12335736
0xb92adc,104,_ZN7cocos2d12unzSetOffsetEPvm,text.asm,12337186
0xb92f70,28,_ZN7cocos2d12call_zopen64EPKNS_24zlib_filefunc64_32_def_sEPKvi,text.asm,12353010
0xb92f8c,28,_ZN7cocos2d12call_zseek64EPKNS_24zlib_filefunc64_32_def_sEPvyi,text.asm,12353458
0xb92fa8,36,_ZN7cocos2d12call_ztell64EPKNS_24zlib_filefunc64_32_def_sEPv,text.asm,12353913
0xb92fcc,56,_ZN7cocos2d43fill_zlib_filefunc64_32_def_from_filefunc32EPNS_24zlib_filefunc64_32_def_sEPKNS_19zlib_filefunc_def_sE,text.asm,12354465
0xb93004,76,_ZN7cocos2d19fill_fopen_filefuncEPNS_19zlib_filefunc_def_sE,text.asm,12355385
0xb93138,76,_ZN7cocos2d21fill_fopen64_filefuncEPNS_21zlib_filefunc64_def_sE,text.asm,12359445
0xb9322c,172,_ZN7cocos2d14fopen_mem_funcEPvPKci,text.asm,12362709
0xb932d8,172,_ZN7cocos2d19fopen_mem_func64_32EPvPKvi,text.asm,12365104
0xb93384,80,_ZN7cocos2d14fread_mem_funcEPvS0_S0_m,text.asm,12367504
0xb933d4,92,_ZN7cocos2d15fwrite_mem_funcEPvS0_PKvm,text.asm,12368659
0xb93430,8,_ZN7cocos2d14ftell_mem_funcEPvS0_,text.asm,12369979
0xb93438,148,_ZN7cocos2d14fseek_mem_funcEPvS0_mi,text.asm,12370128
0xb934cc,28,_ZN7cocos2d15fclose_mem_funcEPvS0_,text.asm,12372121
0xb934e8,8,_ZN7cocos2d15ferror_mem_funcEPvS0_,text.asm,12372545
0xb934f0,76,_ZN7cocos2d20fill_memory_filefuncEPNS_19zlib_filefunc_def_sE,text.asm,12372687
0xb9353c,92,_ZN7cocos2d25fill_memory_filefunc64_32EPNS_24zlib_filefunc64_32_def_sE,text.asm,12373867
0xb93598,220,ConvertUTF32toUTF16,text.asm,12375287
0xb93674,192,ConvertUTF16toUTF32,text.asm,12378242
0xb93734,348,ConvertUTF16toUTF8,text.asm,12380803
0xb93890,296,ConvertUTF32toUTF8,text.asm,12385481
0xb939b8,248,isLegalUTF8Sequence,text.asm,12389468
0xb93ab0,24,getNumBytesForUTF8,text.asm,12392731
0xb93ac8,312,getUTF8StringLength,text.asm,12393084
0xb93c00,292,isLegalUTF8String,text.asm,12397272
0xb93d24,564,ConvertUTF8toUTF16,text.asm,12401124
0xb93f58,512,ConvertUTF8toUTF32,text.asm,12408595
0xb94158,648,_ZN7cocos2d7EditBox4showERKNS0_8ShowInfoE,text.asm,12415387
0xb943e0,1048,_ZN7cocos2d9JniHelper20callStaticVoidMethodIJNSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEibbS8_S8_EEEvRKS8_SA_DpT_,text.asm,12424597
0xb947f8,248,_ZN7cocos2d7EditBox4hideEv,text.asm,12439447
0xb948f0,4,_ZN7cocos2d7EditBox10updateRectEiiii,text.asm,12442956
0xb948f4,168,Java_org_cocos2dx_lib_Cocos2dxEditBox_onKeyboardInputNative,text.asm,12443050
0xb94c8c,172,Java_org_cocos2dx_lib_Cocos2dxEditBox_onKeyboardCompleteNative,text.asm,12455622
0xb94d38,176,Java_org_cocos2dx_lib_Cocos2dxEditBox_onKeyboardConfirmNative,text.asm,12458118
0xb94e5c,564,_ZN7cocos2d9JniHelper15getJNISignatureINSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEJibbS8_S8_EEES8_T_DpT0_,text.asm,12462207
0xb95090,532,_ZN7cocos2d9JniHelper15getJNISignatureIiJbbNSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEES8_EEES8_T_DpT0_,text.asm,12470243
0xb952a4,516,_ZN7cocos2d9JniHelper15getJNISignatureIbJbNSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEES8_EEES8_T_DpT0_,text.asm,12477832
0xb954a8,512,_ZN7cocos2d9JniHelper15getJNISignatureIbJNSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEES8_EEES8_T_DpT0_,text.asm,12485198
0xb956e4,64,_ZN7cocos2d13LabelRendererC1Ev | _ZN7cocos2d13LabelRendererC2Ev,text.asm,12493349
0xb95724,120,_ZN7cocos2d13LabelRendererD1Ev | _ZN7cocos2d13LabelRendererD2Ev,text.asm,12494344
0xb9579c,36,_ZN7cocos2d13LabelRendererD0Ev,text.asm,12496098
0xb957c0,76,_ZN7cocos2d13LabelRenderer13bindNodeProxyEPNS_8renderer9NodeProxyE,text.asm,12496647
0xb9580c,84,_ZN7cocos2d13LabelRenderer9setEffectEPNS_8renderer13EffectVariantE,text.asm,12497795
0xb95860,12,_ZN7cocos2d13LabelRenderer15bindSharedBlockEPN2se6ObjectEPvS4_,text.asm,12499029
0xb9586c,364,_ZN7cocos2d13LabelRenderer15genStringLayoutEv,text.asm,12499269
0xb959d8,200,_ZN7cocos2d13LabelRenderer11getFontPathEv,text.asm,12504439
0xb95aa0,200,_ZN7cocos2d13LabelRenderer9getStringEv,text.asm,12507240
0xb95b68,284,_ZN7cocos2d13LabelRenderer6renderEv,text.asm,12510038
0xb95c84,344,_ZN7cocos2d13LabelRenderer14renderIfChangeEv,text.asm,12514018
0xb95ddc,100,_ZN7cocos2d13LabelRenderer8doRenderEv,text.asm,12518811
0xb95e40,68,_ZN7cocos2d13LabelRenderer14setJsComponentEPN2se6ObjectE,text.asm,12520258
0xb95e84,112,_ZN7cocos2d19TextRenderGroupItemC1EPNS_8renderer7TextureE | _ZN7cocos2d19TextRenderGroupItemC2EPNS_8renderer7TextureE,text.asm,12521268
0xb95ef4,44,_ZN7cocos2d19TextRenderGroupItemD1Ev | _ZN7cocos2d19TextRenderGroupItemD2Ev,text.asm,12522925
0xb95f20,36,_ZN7cocos2d19TextRenderGroupItemD0Ev,text.asm,12523592
0xb95f44,48,_ZN7cocos2d19TextRenderGroupItem5resetEv,text.asm,12524147
0xb95f74,524,_ZN7cocos2d19TextRenderGroupItem7addRectERKNS_4RectES3_RKNS_7Color4BEb,text.asm,12524870
0xb96180,368,_ZN7cocos2d19TextRenderGroupItem10addIndexesEv,text.asm,12532134
0xb962f0,136,_ZN7cocos2d19TextRenderGroupItem6uploadEv,text.asm,12537312
0xb96378,332,_ZN7cocos2d15TextRenderGroup7addRectEPNS_8renderer7TextureERKNS_4RectES6_RKNS_7Color4BEb,text.asm,12539262
0xb964c4,204,_ZN7cocos2d15TextRenderGroup5resetEv,text.asm,12543923
0xb96590,536,_ZN7cocos2d15TextRenderGroup4fillEPNS_8renderer15CustomAssemblerEiPNS_11LabelLayoutEPNS1_13EffectVariantE,text.asm,12546809
0xb967a8,20,_ZN7cocos2d12TextRowSpaceixEm,text.asm,12554225
0xb967bc,80,_ZN7cocos2d12TextRowSpace11appendBlockEv,text.asm,12554522
0xb9680c,88,_ZN7cocos2d12TextRowSpaceC1EOS0_ | _ZN7cocos2d12TextRowSpaceC2EOS0_,text.asm,12555674
0xb96864,32,_ZN7cocos2d12TextRowSpace5resetEv,text.asm,12557011
0xb96884,236,_ZN7cocos2d12TextRowSpace8fillRectEiRNS_4RectES2_,text.asm,12557502
0xb96970,20,_ZN7cocos2d12TextRowSpace9translateEff,text.asm,12560791
0xb96984,24,_ZNK7cocos2d12TextRowSpace6centerEv,text.asm,12561124
0xb9699c,44,_ZNK7cocos2d12TextRowSpace16getExtentedWidthEff,text.asm,12561511
0xb969c8,716,_ZN7cocos2d12TextRowSpace4clipERKNS_4RectE,text.asm,12562150
0xb96c94,36,_ZNK7cocos2d12TextRowSpace6asRectEv,text.asm,12572101
0xb96cb8,840,_ZN7cocos2d11LabelLayout4initERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_ffPNS_15LabelLayoutInfoE,text.asm,12572641
0xb97000,3752,_ZN7cocos2d11LabelLayout13updateContentEv,text.asm,12584306
0xb97ea8,352,_ZN7cocos2d11LabelLayoutD1Ev | _ZN7cocos2d11LabelLayoutD2Ev,text.asm,12636374
0xb98008,36,_ZN7cocos2d11LabelLayoutD0Ev,text.asm,12641330
0xb9802c,532,_ZN7cocos2d11LabelLayout9setStringERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEb,text.asm,12641877
0xb98284,120,_ZN7cocos2d14TextSpaceArrayD2Ev,text.asm,12650184
0xb982fc,1524,_ZN7cocos2d11LabelLayout13fillAssemblerEPNS_8renderer15CustomAssemblerEPNS1_13EffectVariantE,text.asm,12651924
0xb988f0,536,_ZNSt6__ndk16vectorIN7cocos2d12TextRowSpaceENS_9allocatorIS2_EEE24__emplace_back_slow_pathIJS2_EEEPS2_DpOT_,text.asm,12673048
0xb98be0,844,_ZNSt6__ndk112__hash_tableINS_17__hash_value_typeIPN7cocos2d8renderer7TextureENS_10shared_ptrINS2_19TextRenderGroupItemEEEEENS_22__unordered_map_hasherIS5_S9_NS_4hashIS5_EENS_8equal_toIS5_EELb1EEENS_21__unordered_map_equalIS5_S9_SE_SC_Lb1EEENS_9allocatorIS9_EEE25__emplace_unique_key_argsIS5_JRKNS_21piecewise_construct_tENS_5tupleIJRKS5_EEENSP_IJEEEEEENS_4pairINS_15__hash_iteratorIPNS_11__hash_nodeIS9_PvEEEEbEERKT_DpOT0_,text.asm,12683642
0xb98f98,348,_ZNSt6__ndk112__hash_tableINS_17__hash_value_typeIPN7cocos2d8renderer7TextureENS_10shared_ptrINS2_19TextRenderGroupItemEEEEENS_22__unordered_map_hasherIS5_S9_NS_4hashIS5_EENS_8equal_toIS5_EELb1EEENS_21__unordered_map_equalIS5_S9_SE_SC_Lb1EEENS_9allocatorIS9_EEE11__do_rehashILb1EEEvm,text.asm,12696975
0xb990f4,20,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d19TextRenderGroupItemENS_9allocatorIS2_EEED2Ev,text.asm,12701997
0xb99108,52,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d19TextRenderGroupItemENS_9allocatorIS2_EEED0Ev,text.asm,12702378
0xb993a8,20,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d15TextRenderGroupENS_9allocatorIS2_EEED2Ev,text.asm,12711877
0xb993bc,52,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d15TextRenderGroupENS_9allocatorIS2_EEED0Ev,text.asm,12712254
0xb995a4,108,_ZN7cocos2d13TTFLabelAtlasC1ERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEfPNS_15LabelLayoutInfoE | _ZN7cocos2d13TTFLabelAtlasC2ERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEfPNS_15LabelLayoutInfoE,text.asm,12719171
0xb99610,352,_ZN7cocos2d13TTFLabelAtlas4initEv,text.asm,12720951
0xb99770,64,_ZN7cocos2d18TTFLabelAtlasCache11getInstanceEv,text.asm,12725800
0xb997b0,132,_ZN7cocos2d18TTFLabelAtlasCache15destroyInstanceEv,text.asm,12726779
0xb99834,144,_ZN7cocos2d18TTFLabelAtlasCache5resetEv,text.asm,12728709
0xb998c4,532,_ZN7cocos2d18TTFLabelAtlasCache4loadERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEfPNS_15LabelLayoutInfoE,text.asm,12730781
0xb99ad8,448,_ZN7cocos2d18TTFLabelAtlasCache11cacheKeyForERKNSt6__ndk112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEiPNS_15LabelLayoutInfoE,text.asm,12738204
0xb99ce8,160,_ZN7cocos2d18TTFLabelAtlasCache6unloadEPNS_13TTFLabelAtlasE,text.asm,12745708
0xb99e24,20,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d12FontFreeTypeENS_9allocatorIS2_EEED2Ev,text.asm,12750233
0xb99e38,52,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d12FontFreeTypeENS_9allocatorIS2_EEED0Ev,text.asm,12750607
0xb99e7c,20,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d9FontAtlasENS_9allocatorIS2_EEED2Ev,text.asm,12751640
0xb99e90,52,_ZNSt6__ndk120__shared_ptr_emplaceIN7cocos2d9FontAtlasENS_9allocatorIS2_EEED0Ev,text.asm,12752010
0xb99ed4,1036,_ZNSt6__ndk112__hash_tableINS_17__hash_value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_8weak_ptrIN7cocos2d13TTFLabelAtlasEEEEENS_22__unordered_map_hasherIS7_SC_NS_4hashIS7_EENS_8equal_toIS7_EELb1EEENS_21__unordered_map_equalIS7_SC_SH_SF_Lb1EEENS5_ISC_EEE25__emplace_unique_key_argsIS7_JRKNS_21piecewise_construct_tENS_5tupleIJRKS7_EEENSR_IJEEEEEENS_4pairINS_15__hash_iteratorIPNS_11__hash_nodeISC_PvEEEEbEERKT_DpOT0_,text.asm,12753039
0xb9a338,348,_ZNSt6__ndk112__hash_tableINS_17__hash_value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_8weak_ptrIN7cocos2d13TTFLabelAtlasEEEEENS_22__unordered_map_hasherIS7_SC_NS_4hashIS7_EENS_8equal_toIS7_EELb1EEENS_21__unordered_map_equalIS7_SC_SH_SF_Lb1EEENS5_ISC_EEE11__do_rehashILb1EEEvm,text.asm,12768734
